
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
ZYNQ_7Z020_CLG400                U1                               106   3     16  16   9 E8         88 0 SD_DAT1             (261-39-13)
ZYNQ_7Z020_CLG400                U1                               106   3     17  17   9 C5         45 0 SD_DAT2             (261-38-13)
ZYNQ_7Z020_CLG400                U1                               106   3     18  18   9 C8         48 0 SD_DAT3             (261-31-13)
ZYNQ_7Z020_CLG400                U1                               106   4      1   1  10 D7         67 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               106   4      1   1  11 B6         26 0 3P3V                (76-222-13)
ZYNQ_7Z020_CLG400                U1                               107   5      1   1  12 A19        19 0 PS_MIO16            (3-41-13)
ZYNQ_7Z020_CLG400                U1                               107   5      2   2  12 E14        94 0 ETH_TXD0            (3-24-13)
ZYNQ_7Z020_CLG400                U1                               107   5      3   3  12 B18        38 0 ETH_TXD1            (3-37-13)
ZYNQ_7Z020_CLG400                U1                               107   5      4   4  12 D10        70 0 ETH_TXD2            (3-36-13)
ZYNQ_7Z020_CLG400                U1                               107   5      5   5  12 A17        17 0 ETH_TXD3            (3-35-13)
ZYNQ_7Z020_CLG400                U1                               107   5      6   6  12 F14       114 0 PS_MIO21            (3-4-13)
ZYNQ_7Z020_CLG400                U1                               107   5      7   7  12 B17        37 0 ETH_RXCLK           (3-33-13)
ZYNQ_7Z020_CLG400                U1                               107   5      8   8  12 D11        71 0 ETH_RXD0            (3-1-13)
ZYNQ_7Z020_CLG400                U1                               107   5      9   9  12 A16        16 0 ETH_RXD1            (3-22-13)
ZYNQ_7Z020_CLG400                U1                               107   5     10  10  12 F15       115 0 ETH_RXD2            (3-19-13)
ZYNQ_7Z020_CLG400                U1                               107   5     11  11  12 A15        15 0 ETH_RXD3            (3-17-13)
ZYNQ_7Z020_CLG400                U1                               107   5     12  12  12 D13        73 0 ETH_RXCTL           (3-25-13)
ZYNQ_7Z020_CLG400                U1                               107   5     13  13  12 C16        56 0 P0_USB_D4           (3-15-13)
ZYNQ_7Z020_CLG400                U1                               107   5     14  14  12 C13        53 0 P0_USB_DIR          (3-2-13)
ZYNQ_7Z020_CLG400                U1                               107   5     15  15  12 C15        55 0 P0_USB_STP          (3-44-13)
ZYNQ_7Z020_CLG400                U1                               107   5     16  16  12 E16        96 0 P0_USB_NXT          (3-42-13)
ZYNQ_7Z020_CLG400                U1                               107   5     17  17  12 A14        14 0 P0_USB_D0           (3-39-13)
ZYNQ_7Z020_CLG400                U1                               107   5     18  18  12 D15        75 0 P0_USB_D1           (3-21-13)
ZYNQ_7Z020_CLG400                U1                               107   5     19  19  12 A12        12 0 P0_USB_D2           (3-18-13)
ZYNQ_7Z020_CLG400                U1                               107   5     20  20  12 F12       112 0 P0_USB_D3           (3-16-13)
ZYNQ_7Z020_CLG400                U1                               107   5     21  21  12 A11        11 0 P0_USB_CLK          (3-7-13)
ZYNQ_7Z020_CLG400                U1                               107   5     22  22  12 A10        10 0 P0_USB_D5           (3-13-13)
ZYNQ_7Z020_CLG400                U1                               107   5     23  23  12 E13        93 0 P0_USB_D6           (3-12-13)
ZYNQ_7Z020_CLG400                U1                               107   5     24  24  12 C18        58 0 P0_USB_D7           (3-26-13)
ZYNQ_7Z020_CLG400                U1                               107   5     25  25  12 D14        74 0 P1_USB_D4           (3-5-13)
ZYNQ_7Z020_CLG400                U1                               107   5     26  26  12 C17        57 0 P1_USB_DIR          (1228-7-13)
ZYNQ_7Z020_CLG400                U1                               107   5     27  27  12 E12        92 0 P1_USB_STP          (1228-8-13)
ZYNQ_7Z020_CLG400                U1                               107   5     28  28  12 A9          9 0 P1_USB_NXT          (1228-9-13)
ZYNQ_7Z020_CLG400                U1                               107   5     29  29  12 F13       113 0 P1_USB_D0           (3-27-13)
ZYNQ_7Z020_CLG400                U1                               107   5     30  30  12 B15        35 0 P1_USB_D1           (3-10-13)
ZYNQ_7Z020_CLG400                U1                               107   5     31  31  12 D16        76 0 P1_USB_D2           (3-8-13)
ZYNQ_7Z020_CLG400                U1                               107   5     32  32  12 B14        34 0 P1_USB_D3           (3-6-13)
ZYNQ_7Z020_CLG400                U1                               107   5     33  33  12 B12        32 0 P1_USB_CLK          (1228-6-13)
ZYNQ_7Z020_CLG400                U1                               107   5     34  34  12 C12        52 0 P1_USB_D5           (3-3-13)
ZYNQ_7Z020_CLG400                U1                               107   5     35  35  12 B13        33 0 P1_USB_D6           (3-43-13)
ZYNQ_7Z020_CLG400                U1                               107   5     36  36  12 B9         29 0 P1_USB_D7           (3-23-13)
ZYNQ_7Z020_CLG400                U1                               107   5     37  37  12 C11        51 0 ETH_MDIO            (3-9-13)
Schematic Net Listing
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
Part                             Reference                        Sym Sub    Pin Eqv Sub   Pin     Pin Phantom    Net         Net
Number                           Designator                       Num Typ    Id  Cls Pak   Text    Num Flag       Name        Num
-------------------------------- -------------------------------- --- --- ------ --- --- ------ ------ - -------------------- ---
ZYNQ_7Z020_CLG400                U1                               107   5     38  38  12 B10        30 0 1P8V                (3-14-13)
